Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
7.0,154.4,0.0,0.0,33.0,1267.06,0.021621622000000004,0.040540541,0.0,0.0,June,2.0,2.0,1.0,3.0,Returning_Visitor,0.0,No
2.0,61.5,0.0,0.0,6.0,99.0,0.0,0.008333333,0.0,0.0,Oct,1.0,1.0,6.0,3.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,5.0,36.0,0.066666667,0.1,0.0,0.0,May,2.0,5.0,3.0,6.0,Returning_Visitor,0.0,No
2.0,87.0,0.0,0.0,106.0,3156.501914,0.000628931,0.009577934,0.0,0.0,May,4.0,2.0,3.0,6.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,6.0,105.0,0.066666667,0.1,0.0,0.0,May,3.0,2.0,4.0,3.0,Returning_Visitor,0.0,No
4.0,100.6,2.0,5.0,93.0,2002.76,0.008163265,0.026598639,0.0,0.0,Sep,2.0,2.0,3.0,13.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,9.0,388.0,0.066666667,0.088888889,0.0,0.0,Mar,3.0,2.0,2.0,1.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,37.0,684.7272727000002,0.005405405,0.023423423,0.0,0.0,Mar,2.0,4.0,3.0,1.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,8.0,719.2,,0.067708333,0.0,0.0,Nov,3.0,2.0,3.0,13.0,Returning_Visitor,0.0,No
4.0,315.0,0.0,0.0,8.0,465.83333330000005,0.0,0.024242424,0.0,,Mar,3.0,2.0,3.0,3.0,Returning_Visitor,1.0,No
0.0,0.0,0.0,0.0,7.0,66.5,0.05714285700000001,0.114285714,0.0,0.0,Nov,2.0,2.0,3.0,13.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Jul,3.0,2.0,4.0,1.0,Returning_Visitor,1.0,No
1.0,65.0,0.0,0.0,13.0,531.0,0.033333333,0.05,0.0,0.0,May,2.0,6.0,3.0,3.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,18.0,559.0,0.047058824000000006,0.098039216,0.0,0.0,Nov,1.0,1.0,4.0,1.0,Returning_Visitor,1.0,No
5.0,236.25,0.0,0.0,,1955.783333,0.0,0.002439024,21.07980488,0.0,May,1.0,1.0,6.0,2.0,,0.0,Yes
4.0,158.33333330000005,1.0,9.0,9.0,634.2,0.005555556,0.008095238000000001,0.0,0.0,Mar,3.0,2.0,1.0,1.0,Returning_Visitor,1.0,No
6.0,107.3666667,0.0,0.0,11.0,151.3,0.005555556,0.04,0.0,0.0,Nov,2.0,2.0,1.0,3.0,Returning_Visitor,0.0,No
1.0,250.8,2.0,194.4,2.0,194.4,0.0,0.05,0.0,0.0,Aug,2.0,2.0,1.0,6.0,New_Visitor,1.0,No
1.0,29.5,0.0,0.0,41.0,1119.541667,0.009756098,0.035656214,0.0,0.0,Nov,3.0,2.0,1.0,2.0,Returning_Visitor,0.0,No
10.0,323.55,0.0,0.0,46.0,1044.8,0.017021276999999998,0.019756839,0.0,0.0,May,3.0,2.0,7.0,4.0,Returning_Visitor,0.0,No
13.0,428.0222222,2.0,11.0,133.0,10338.67177,0.00027604,0.017657266,22.97507587,0.0,June,2.0,2.0,1.0,4.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,38.0,726.2761905,0.031578947,0.056052632000000005,0.0,1.0,May,2.0,2.0,4.0,13.0,Returning_Visitor,1.0,No
3.0,19.0,0.0,0.0,120.0,3013.1169170000007,0.001680672,0.007407748,14.18391563,0.0,Nov,2.0,5.0,1.0,2.0,,0.0,Yes
0.0,0.0,0.0,0.0,4.0,22.0,0.05,0.1,0.0,0.0,Mar,2.0,4.0,6.0,3.0,Returning_Visitor,1.0,No
1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,1.0,1.0,1.0,2.0,Returning_Visitor,1.0,No
4.0,99.33333333,0.0,0.0,15.0,715.875,0.010526316,0.052631579000000005,,0.0,Dec,2.0,5.0,4.0,2.0,Returning_Visitor,0.0,No
9.0,243.25,3.0,1475.25,79.0,3497.214286,0.003448276,0.012643678,32.59864309,0.0,Dec,2.0,2.0,2.0,2.0,Returning_Visitor,0.0,No
0.0,0.0,4.0,84.25,141.0,2596.2047620000008,0.006103286,0.020121639,0.0,0.0,Nov,2.0,2.0,7.0,2.0,Returning_Visitor,0.0,No
7.0,152.6,2.0,50.5,30.0,1089.285714,0.0,0.012952381,23.59811637,0.0,Nov,2.0,2.0,4.0,2.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,15.0,1074.428571,0.015384615,0.021538462,0.0,0.0,Mar,3.0,2.0,1.0,1.0,Returning_Visitor,0.0,No
4.0,132.0,0.0,0.0,7.0,1413.333333,0.036000000000000004,0.029285714,0.0,0.0,Mar,3.0,2.0,7.0,8.0,Returning_Visitor,0.0,No
0.0,0.0,3.0,,24.0,680.2559524000002,0.015384615,0.038461538,72.06822266,0.0,Nov,1.0,1.0,8.0,10.0,Returning_Visitor,0.0,No
6.0,32.5,2.0,62.5,80.0,1190.418903,0.005714286,0.027420635,7.530107142999999,0.8,May,2.0,2.0,1.0,4.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,3.0,54.5,0.0,0.066666667,0.0,0.0,Nov,2.0,5.0,2.0,3.0,Returning_Visitor,0.0,No
2.0,58.0,2.0,22.0,31.0,829.1666667000002,0.03030303,0.040606061,0.0,0.0,Feb,1.0,1.0,1.0,1.0,Returning_Visitor,1.0,No
4.0,,0.0,0.0,55.0,1247.357143,0.001886792,0.010691824,0.0,0.0,May,3.0,2.0,3.0,4.0,Returning_Visitor,1.0,No
0.0,0.0,0.0,0.0,3.0,57.75,0.0,0.033333333,0.0,0.0,Nov,1.0,1.0,6.0,2.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,2.0,2.0,1.0,1.0,Returning_Visitor,0.0,No
4.0,155.5,0.0,0.0,20.0,588.9,0.0,0.008695652,0.0,0.0,May,4.0,1.0,1.0,4.0,New_Visitor,0.0,No
0.0,0.0,0.0,0.0,8.0,188.0,0.05,0.0875,,0.0,Dec,1.0,1.0,2.0,1.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,6.0,69.25,0.0,0.044444444000000013,0.0,0.0,Mar,2.0,2.0,4.0,3.0,Returning_Visitor,0.0,No
8.0,176.25,1.0,141.0,20.0,651.7658974,0.0,0.009230769,19.13285864,0.0,Nov,2.0,2.0,4.0,2.0,,0.0,Yes
0.0,0.0,0.0,0.0,10.0,111.0,0.0,0.02,0.0,0.0,Mar,2.0,4.0,7.0,3.0,Returning_Visitor,0.0,No
4.0,70.4,2.0,47.4,8.0,97.9,0.05,0.058333333,0.0,0.0,June,1.0,2.0,4.0,2.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Dec,2.0,2.0,3.0,1.0,Other,1.0,No
7.0,159.33333330000005,0.0,0.0,24.0,520.6666667,0.0,0.006666666999999999,0.0,0.0,Mar,2.0,10.0,4.0,3.0,New_Visitor,1.0,No
0.0,0.0,0.0,0.0,2.0,39.5,0.0,0.1,0.0,0.0,Dec,2.0,2.0,8.0,1.0,Returning_Visitor,0.0,No
8.0,29.5,0.0,0.0,89.0,6770.274267,0.0063157890000000005,0.030125313,0.0,0.0,Mar,2.0,2.0,3.0,1.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,,15.0,755.25,0.026666667,0.033333333,0.0,0.0,Nov,2.0,2.0,6.0,1.0,Returning_Visitor,1.0,No
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,1.0,1.0,1.0,1.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Aug,2.0,2.0,1.0,3.0,Returning_Visitor,0.0,No
4.0,46.3,,0.0,2.0,22.83333333,0.0,0.033333333,0.0,0.0,Nov,2.0,2.0,6.0,2.0,,1.0,Yes
1.0,18.0,0.0,0.0,26.0,1122.583333,0.027407407,0.048148148,15.9468,0.0,May,1.0,1.0,3.0,1.0,Returning_Visitor,0.0,Yes
0.0,0.0,0.0,0.0,4.0,99.0,0.0,0.05,0.0,0.4,May,1.0,1.0,7.0,2.0,Returning_Visitor,0.0,No
8.0,395.7083333,4.0,182.8,46.0,1461.725,0.003773585,0.014375562,13.90010917,0.0,Nov,1.0,1.0,3.0,3.0,,1.0,Yes
0.0,0.0,0.0,0.0,15.0,535.25,0.0,0.02,0.0,0.0,Nov,3.0,2.0,1.0,2.0,Returning_Visitor,1.0,No
0.0,0.0,0.0,0.0,153.0,4565.930621,0.00130719,0.006432173,6.1892154339999985,0.0,Aug,2.0,2.0,4.0,1.0,Returning_Visitor,1.0,Yes
0.0,0.0,0.0,0.0,6.0,1044.0,0.0,0.016666667,0.0,0.0,May,2.0,2.0,2.0,11.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,25.0,934.3666667,0.024,0.054000000000000006,0.0,0.6,May,2.0,2.0,6.0,13.0,Returning_Visitor,0.0,No
10.0,163.425,0.0,0.0,73.0,1077.511667,0.0,0.005833333,0.0,0.0,Nov,2.0,2.0,5.0,4.0,Returning_Visitor,0.0,No
1.0,26.2,1.0,6.0,28.0,677.5333333,0.0,0.019472789,0.0,0.0,Jul,1.0,1.0,6.0,1.0,,1.0,Yes
4.0,63.0,0.0,0.0,10.0,565.5,0.0,0.015384615,0.0,0.0,Dec,8.0,13.0,9.0,20.0,Other,0.0,No
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,2.0,2.0,2.0,13.0,Returning_Visitor,0.0,No
4.0,121.5,0.0,0.0,2.0,34.0,0.0,0.023809524,0.0,0.0,Nov,2.0,2.0,9.0,8.0,New_Visitor,0.0,No
0.0,0.0,0.0,0.0,5.0,513.25,0.0,0.013333333,0.0,0.0,Nov,3.0,2.0,7.0,6.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,2.0,157.0,0.0,0.05,0.0,0.0,May,1.0,1.0,6.0,3.0,Returning_Visitor,0.0,No
3.0,61.65,7.0,380.9571429,102.0,3025.290325,0.014102564,0.019800052,11.43180835,0.0,Sep,3.0,2.0,1.0,2.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,10.0,211.8333333,0.0,0.04,0.0,0.0,Dec,2.0,2.0,3.0,13.0,Returning_Visitor,0.0,No
4.0,352.0,0.0,0.0,17.0,229.3333333,0.011111111000000002,0.031481481,0.0,0.0,Mar,1.0,1.0,1.0,1.0,Returning_Visitor,,No
9.0,171.66666669999995,,109.75,41.0,1284.663492,0.016326531000000002,0.032653061000000004,21.22386735,0.0,Mar,2.0,2.0,1.0,1.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,10.0,109.1666667,0.0,0.016666667,0.0,0.0,Nov,3.0,2.0,1.0,3.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,10.0,270.0,0.0,0.004,0.0,0.0,Mar,2.0,2.0,1.0,2.0,Returning_Visitor,0.0,No
1.0,15.0,0.0,0.0,19.0,817.5,0.011111111000000002,0.022222222000000003,0.0,0.0,Nov,2.0,2.0,1.0,2.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,18.0,413.6666667,0.0,0.047222222,0.0,0.0,Dec,2.0,2.0,6.0,1.0,Returning_Visitor,0.0,No
1.0,46.0,0.0,0.0,17.0,931.0,0.027777778,0.062962963,0.0,0.0,May,3.0,2.0,1.0,13.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Dec,3.0,2.0,7.0,3.0,Returning_Visitor,0.0,No
7.0,141.8388889,0.0,0.0,33.0,486.5600582,0.006666666999999999,0.028784722,11.84059922,0.0,June,2.0,2.0,3.0,1.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,2.0,2.0,1.0,1.0,Returning_Visitor,0.0,No
1.0,7.0,4.0,103.75,99.0,3517.039683,0.007189541999999998,0.020421866,0.0,0.0,Nov,2.0,2.0,1.0,8.0,,0.0,Yes
0.0,0.0,0.0,0.0,5.0,291.2,0.18,0.186666667,0.0,0.0,Oct,3.0,2.0,8.0,20.0,Returning_Visitor,0.0,No
5.0,587.0,0.0,0.0,125.0,4639.4105340000015,0.012433862,0.023856765,0.0,0.6,May,3.0,2.0,1.0,4.0,Returning_Visitor,0.0,No
1.0,0.0,0.0,0.0,37.0,1731.5,0.0,0.005263158,17.22281788,0.0,Nov,2.0,2.0,1.0,2.0,,0.0,Yes
4.0,253.15,0.0,0.0,81.0,1839.13,0.01468254,0.018380231,0.0,0.0,Sep,3.0,2.0,3.0,13.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,62.0,1471.858333,0.060655738,0.080437158,0.0,1.0,May,3.0,2.0,3.0,13.0,Returning_Visitor,1.0,No
6.0,114.2591575,9.0,352.0833333,119.0,6245.704152,0.003125,0.012179841,32.32493691,0.0,Dec,3.0,2.0,1.0,2.0,,1.0,Yes
0.0,0.0,1.0,25.0,8.0,388.0,0.025,0.033333333,0.0,0.6,May,2.0,5.0,3.0,2.0,New_Visitor,0.0,No
5.0,436.0,0.0,0.0,7.0,26.0,0.066666667,0.075,0.0,0.0,May,3.0,2.0,2.0,13.0,Returning_Visitor,0.0,No
0.0,-1.0,0.0,-1.0,1.0,-1.0,0.2,0.2,0.0,0.0,May,3.0,2.0,5.0,6.0,Returning_Visitor,0.0,No
4.0,124.7,5.0,88.9,11.0,577.6,0.010526316,0.010526316,0.0,0.0,June,3.0,2.0,3.0,2.0,New_Visitor,0.0,No
0.0,0.0,0.0,0.0,12.0,168.0,0.041666667,0.063888889,0.0,0.0,Nov,2.0,2.0,1.0,1.0,Returning_Visitor,0.0,No
7.0,191.0,0.0,0.0,237.0,8956.097501999999,0.003094233,0.012109705,0.0,0.0,Nov,2.0,2.0,1.0,2.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,2.0,2.0,6.0,10.0,Returning_Visitor,0.0,No
2.0,113.75,4.0,125.0,20.0,933.55,0.008333333,0.035416667,60.97758829,0.0,Dec,3.0,2.0,3.0,2.0,Returning_Visitor,0.0,No
3.0,58.0,0.0,0.0,23.0,364.1666667,0.004,0.02,0.0,0.0,Mar,2.0,2.0,1.0,3.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,19.0,1056.658333,0.005882353000000001,0.041176471,0.0,0.0,Dec,1.0,1.0,1.0,8.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,27.0,427.81666669999987,0.0,0.017283951000000002,0.0,0.0,Nov,2.0,2.0,1.0,1.0,Returning_Visitor,0.0,No
4.0,98.0,4.0,216.0,17.0,1243.5,0.0,0.008695652,32.80852174,0.0,May,1.0,1.0,2.0,2.0,,0.0,Yes
10.0,130.55,1.0,23.2,7.0,128.2333333,0.006666666999999999,0.015238095,0.0,0.0,Oct,2.0,2.0,6.0,5.0,New_Visitor,0.0,No
5.0,196.88,0.0,0.0,7.0,118.9133333,0.0,0.01473138,16.56478478,0.0,Oct,3.0,2.0,7.0,2.0,Returning_Visitor,0.0,No
0.0,0.0,2.0,56.0,9.0,379.0,0.0,0.03,0.0,0.0,May,2.0,2.0,2.0,4.0,New_Visitor,0.0,No
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,3.0,2.0,2.0,1.0,Returning_Visitor,0.0,No
4.0,62.0,1.0,87.6,88.0,3634.585714,0.00556391,0.035701754,1.435224011,0.0,Oct,2.0,2.0,1.0,3.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,4.0,55.0,0.0,0.05,0.0,0.0,Mar,2.0,2.0,1.0,1.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,2.0,32.0,0.0,0.1,0.0,0.0,Mar,2.0,4.0,3.0,3.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,2.0,,0.0,0.1,0.0,0.0,Mar,1.0,1.0,8.0,3.0,Returning_Visitor,0.0,No
0.0,0.0,,0.0,11.0,1760.0,0.036363636,0.072727273,0.0,0.6,May,1.0,1.0,1.0,,Returning_Visitor,0.0,No
5.0,59.0,0.0,0.0,3.0,44.66666667,0.0,0.025,0.0,0.0,Mar,2.0,4.0,6.0,2.0,Returning_Visitor,1.0,No
8.0,164.4,0.0,0.0,33.0,865.8071428999998,0.0,0.012280702,61.61833364,0.0,Dec,2.0,2.0,5.0,2.0,,0.0,Yes
0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.1,0.0,0.0,Mar,1.0,1.0,1.0,2.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,7.0,578.2,0.0,0.033333333,58.488,0.0,May,2.0,5.0,3.0,6.0,,1.0,Yes
0.0,0.0,0.0,0.0,3.0,23.0,0.066666667,0.1,0.0,0.6,May,3.0,2.0,1.0,3.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,10.0,305.0,0.0,0.02,0.0,0.0,Nov,2.0,2.0,1.0,8.0,Returning_Visitor,0.0,No
1.0,8.0,0.0,0.0,34.0,709.3333332999998,0.0,0.014761905,0.0,0.0,Nov,2.0,2.0,1.0,1.0,Returning_Visitor,0.0,No
3.0,47.0,0.0,0.0,22.0,486.5,0.0,0.030666667,0.0,0.0,May,3.0,2.0,3.0,11.0,Returning_Visitor,0.0,No
2.0,102.5,3.0,60.0,22.0,1034.975,0.0,0.014,16.14384,0.0,Mar,1.0,1.0,4.0,2.0,,0.0,Yes
0.0,0.0,0.0,0.0,6.0,254.0,0.025,0.0875,0.0,0.0,Mar,1.0,1.0,6.0,10.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,20.0,528.0,0.0,0.0075,31.1904,0.6,May,2.0,2.0,1.0,4.0,New_Visitor,0.0,Yes
0.0,0.0,0.0,0.0,4.0,66.0,0.0,0.025,0.0,0.0,May,2.0,2.0,1.0,4.0,Returning_Visitor,0.0,No
1.0,24.2,0.0,0.0,0.0,0.0,0.0,0.066666667,0.0,0.0,Nov,1.0,1.0,1.0,3.0,Returning_Visitor,1.0,Yes
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,1.0,1.0,6.0,2.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,36.0,777.3333332999998,0.0,0.005882353000000001,89.29548670000001,0.0,Dec,3.0,2.0,4.0,8.0,,1.0,Yes
4.0,153.75,0.0,0.0,17.0,670.0,0.0,0.010526316,0.0,0.0,Dec,2.0,2.0,1.0,2.0,New_Visitor,0.0,No
0.0,0.0,0.0,0.0,11.0,782.5,0.0,0.01,0.0,0.0,Dec,1.0,1.0,3.0,2.0,New_Visitor,0.0,No
9.0,181.8166667,0.0,0.0,9.0,126.9166667,0.0,0.015384615,0.0,0.0,Sep,1.0,1.0,7.0,4.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,4.0,538.0,0.0,0.075,0.0,0.0,Mar,1.0,1.0,4.0,3.0,Returning_Visitor,1.0,No
0.0,0.0,0.0,0.0,4.0,741.4,0.05,0.075,0.0,0.0,Oct,2.0,2.0,7.0,1.0,Returning_Visitor,0.0,No
2.0,9.0,1.0,201.0,33.0,1593.388889,0.011428571,0.031515152000000005,0.0,0.0,Mar,2.0,2.0,1.0,1.0,Returning_Visitor,1.0,No
5.0,318.2666667,0.0,0.0,23.0,1037.833333,0.017857143,0.039285714,0.0,0.0,Aug,2.0,2.0,5.0,1.0,Returning_Visitor,0.0,No
3.0,59.5,0.0,0.0,2.0,13.1,0.0,0.008333333,0.0,0.0,Sep,1.0,1.0,4.0,5.0,New_Visitor,0.0,No
2.0,29.5,0.0,0.0,36.0,1110.666667,0.005405405,0.035585586,0.0,0.0,Dec,2.0,4.0,9.0,2.0,Returning_Visitor,1.0,No
4.0,75.0,0.0,0.0,16.0,252.0,0.0,0.0044444440000000005,0.0,0.0,May,2.0,2.0,4.0,4.0,New_Visitor,1.0,No
0.0,0.0,0.0,0.0,24.0,580.2,0.0,0.012121212,17.12545455,0.0,Mar,2.0,2.0,1.0,1.0,,0.0,Yes
2.0,306.0,0.0,0.0,14.0,964.5,0.0,0.030952381,0.0,0.0,Mar,2.0,2.0,4.0,1.0,Returning_Visitor,0.0,No
1.0,88.0,3.0,540.3333332999998,57.0,1656.410714,0.0,0.002259887,0.0,0.0,Nov,2.0,4.0,9.0,3.0,Returning_Visitor,0.0,No
3.0,15.0,0.0,0.0,102.0,4021.172222,0.0,0.01,0.0,0.0,Nov,2.0,,1.0,2.0,Returning_Visitor,1.0,No
1.0,47.5,0.0,0.0,123.0,3944.384921,0.00516129,0.017112135,3.3030599689999995,0.0,Nov,2.0,2.0,1.0,2.0,Returning_Visitor,0.0,No
8.0,279.28,0.0,0.0,17.0,835.4180952,0.0,0.018571429,35.89140755,0.0,Aug,3.0,2.0,3.0,2.0,,0.0,Yes
14.0,345.8065476000001,3.0,195.0,75.0,5610.686899,0.008045977,0.019205169,4.452664494,0.0,Nov,2.0,2.0,3.0,2.0,Returning_Visitor,0.0,No
3.0,22.2,0.0,0.0,2.0,836.2,0.0,0.04,0.0,0.0,Sep,2.0,2.0,8.0,2.0,New_Visitor,1.0,No
8.0,43.95,1.0,56.4,31.0,577.65,0.011764706000000002,0.029411765,0.0,0.0,Aug,2.0,2.0,3.0,3.0,,0.0,No
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,1.0,,9.0,2.0,Returning_Visitor,0.0,No
1.0,76.0,0.0,0.0,19.0,1263.333333,0.011764706000000002,0.023529412000000003,60.34235294,0.6,May,2.0,2.0,1.0,3.0,Returning_Visitor,0.0,Yes
0.0,,1.0,0.0,16.0,485.6666667,0.0,0.0375,0.0,0.0,Mar,2.0,2.0,6.0,3.0,Returning_Visitor,1.0,No
0.0,0.0,0.0,0.0,12.0,599.6133332999998,0.0,0.020833333,0.0,0.0,Nov,2.0,2.0,4.0,20.0,Returning_Visitor,1.0,No
0.0,0.0,0.0,0.0,11.0,332.2916667,0.0,0.009090909,0.0,0.0,Dec,2.0,2.0,2.0,2.0,Returning_Visitor,0.0,No
2.0,90.0,1.0,47.5,40.0,1186.141667,0.0,0.013821138,0.0,0.0,Nov,2.0,10.0,3.0,2.0,Returning_Visitor,0.0,No
2.0,34.0,2.0,9.0,174.0,4994.24915,0.006025974,0.015842941,0.0,0.0,Nov,2.0,2.0,1.0,8.0,Returning_Visitor,0.0,No
5.0,36.86666667,0.0,,123.0,3886.823333,0.002090592,0.015563298,0.0,0.0,June,2.0,2.0,1.0,4.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,12.0,460.2,0.061111111,0.111111111,0.0,0.0,Jul,2.0,2.0,6.0,4.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,63.0,2593.808333,0.036507937,0.066666667,0.0,0.0,Jul,3.0,2.0,8.0,20.0,Returning_Visitor,0.0,No
3.0,76.5,2.0,66.0,16.0,315.3666667,0.0,0.014736842,0.0,0.0,May,3.0,2.0,1.0,3.0,Returning_Visitor,1.0,No
0.0,0.0,1.0,56.0,17.0,1385.833333,0.005882353000000001,0.017647059,39.85866667,0.0,Mar,2.0,2.0,1.0,2.0,,0.0,Yes
1.0,7.0,0.0,0.0,15.0,430.5,0.0,0.019047619,0.0,0.0,May,2.0,4.0,7.0,2.0,Returning_Visitor,0.0,No
1.0,5.0,1.0,70.5,125.0,3507.010877,0.005645161,0.013874153,0.0,0.0,Nov,4.0,1.0,4.0,2.0,Returning_Visitor,0.0,No
4.0,59.4,0.0,0.0,19.0,157.2,0.010526316,0.021052632,0.0,0.0,Sep,2.0,5.0,3.0,2.0,New_Visitor,1.0,No
1.0,42.5,1.0,12.83333333,104.0,4054.755952,0.003883495,0.010097087,141.45905380000005,0.0,Nov,2.0,2.0,1.0,2.0,Returning_Visitor,0.0,Yes
2.0,844.0,0.0,0.0,6.0,192.5,0.05,,0.0,0.6,May,3.0,2.0,6.0,2.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,30.0,1029.583333,0.003571429,0.009166667,0.0,0.0,Dec,3.0,2.0,1.0,2.0,Returning_Visitor,0.0,No
4.0,159.0,0.0,0.0,3.0,64.75,0.0,0.014285714,0.0,0.0,Mar,1.0,1.0,1.0,2.0,Returning_Visitor,0.0,No
8.0,103.5,0.0,0.0,64.0,1550.2111109999996,0.0,0.016086957,7.868950242,0.0,May,2.0,2.0,2.0,14.0,Returning_Visitor,1.0,No
0.0,0.0,0.0,0.0,10.0,235.5,0.0,0.013333333,0.0,0.0,Nov,3.0,2.0,6.0,1.0,Returning_Visitor,0.0,No
2.0,116.8,0.0,0.0,5.0,170.4,0.0,0.028571429,88.06848401,0.0,Nov,2.0,2.0,7.0,2.0,,0.0,Yes
0.0,0.0,0.0,0.0,29.0,738.8861111,0.0,0.002469136,0.0,0.0,Dec,3.0,2.0,6.0,2.0,Returning_Visitor,1.0,No
0.0,0.0,0.0,0.0,68.0,809.2456348999998,0.002985075,0.005970149,109.9124051,0.0,Mar,2.0,5.0,4.0,2.0,,0.0,Yes
0.0,0.0,0.0,0.0,5.0,135.75,0.04,0.053333333,0.0,0.0,Dec,2.0,2.0,3.0,2.0,New_Visitor,0.0,No
1.0,43.66666667,0.0,0.0,57.0,4555.0238100000015,,0.030621469,9.102937419,0.0,,2.0,2.0,1.0,1.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,3.0,65.5,0.066666667,0.1,0.0,0.0,Nov,3.0,2.0,1.0,13.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,5.0,146.0,0.146666667,0.186666667,0.0,0.0,Mar,3.0,2.0,7.0,3.0,Returning_Visitor,0.0,No
3.0,20.16666667,0.0,0.0,87.0,2467.256349,0.000189394,0.019568765,11.6803149,0.0,Dec,4.0,2.0,1.0,2.0,Returning_Visitor,0.0,No
1.0,9.0,0.0,0.0,49.0,1164.416667,0.048,0.064,0.0,1.0,May,3.0,2.0,1.0,4.0,Returning_Visitor,1.0,No
0.0,0.0,0.0,0.0,28.0,1028.116667,0.0,0.008928571,0.0,0.0,Mar,2.0,4.0,1.0,2.0,Returning_Visitor,0.0,No
13.0,493.75,0.0,0.0,22.0,1525.0,0.008,0.018666667,25.00423187,0.0,Dec,3.0,2.0,1.0,1.0,Returning_Visitor,1.0,Yes
12.0,152.75,6.0,1024.25,127.0,3247.644636,0.008844998,0.017025608,33.85339122,0.0,Nov,3.0,1.0,1.0,2.0,,1.0,Yes
1.0,17.0,0.0,0.0,15.0,247.0,0.0,0.014285714,0.0,0.0,Nov,4.0,1.0,1.0,3.0,New_Visitor,0.0,No
0.0,0.0,0.0,0.0,14.0,244.75,0.0,0.014285714,0.0,0.0,Dec,2.0,2.0,1.0,3.0,Returning_Visitor,0.0,No
5.0,69.9,0.0,0.0,62.0,1846.666667,0.006060606,0.018939394,0.0,0.0,Aug,2.0,2.0,1.0,3.0,Returning_Visitor,0.0,No
0.0,0.0,0.0,0.0,13.0,263.0,0.015384615,0.044615385,0.0,0.0,Nov,2.0,,9.0,13.0,Returning_Visitor,1.0,No
0.0,0.0,0.0,0.0,4.0,108.0,0.0,0.05,0.0,0.8,May,3.0,2.0,3.0,2.0,Returning_Visitor,0.0,No
